"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"AXL receptor tyrosine kinase","1835",,"AXL","P30530","ENSG00000167601",,"",,,,,"","Human","5050","protein S","Peptide",,"PROS1","Human","178101745","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,"7867073"
"BAFF receptor","1886",,"TNFRSF13C","Q96RJ3","ENSG00000159958",,"",,,,,"","Human","10656","ianalumab","Antibody",,,,"404859103","false","Antibody","Antagonist","","Selective","false","false","","pIC50","","10.720000267028809","","IC50","","0.01899999938905239","","=","Inhibition of BAFFR-BLyS binding by the whole Ig mAb.","","",
"BAFF receptor","1886",,"TNFRSF13C","Q96RJ3","ENSG00000159958",,"",,,,,"","Human","5069","BAFF","Peptide",,"TNFSF13B","Human","178101762","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"B cell maturation antigen","1889",,"TNFRSF17","Q02223","ENSG00000048462",,"",,,,,"","Human","11117","belantamab mafodotin","Antibody",,,,"434122177","true","Antibody","Binding","","Not Determined","false","false","","pKd","","9.819999694824219","","Kd","","0.15000000596046448","","<","","","",
"B cell maturation antigen","1889",,"TNFRSF17","Q02223","ENSG00000048462",,"",,,,,"","Human","13305","linvoseltamab","Antibody",,,,"496703275","false","Antibody","Binding","","Not Determined","false","false","","pEC50","","7.639999866485596","","EC50","","22.799999237060547","","=","BCMA binding in OPM-2 human myeloma cells.","","","33651100"
"B cell maturation antigen","1889",,"TNFRSF17","Q02223","ENSG00000048462",,"",,,,,"","Human","5068","APRIL","Peptide",,"TNFSF13","Human","178101761","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"B cell maturation antigen","1889",,"TNFRSF17","Q02223","ENSG00000048462",,"",,,,,"","Human","5069","BAFF","Peptide",,"TNFSF13B","Human","178101762","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4875","BMP-10","Peptide",,"BMP10","Human","178101575","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4881","BMP-2","Peptide",,"BMP2","Human","178101581","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4883","BMP-4","Peptide",,"BMP4","Human","178101583","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4884","BMP-5","Peptide",,"BMP5","Human","178101584","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4885","BMP-6","Peptide",,"BMP6","Human","178101585","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4886","BMP-7","Peptide",,"BMP7","Human","178101586","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4887","BMP-8A","Peptide",,"BMP8A","Human","178101587","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4888","BMP-8B","Peptide",,"BMP8B","Human","178101588","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Bone morphogenetic protein receptors","2586","1786|1789|1785|1784|1794|1791|1792","ACVRL1|ACVR1|BMPR1A|BMPR1B|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P37023|Q04771|Q13705|Q13873","ENSG00000107779|ENSG00000114739|ENSG00000115170|ENSG00000121989|ENSG00000138696|ENSG00000139567|ENSG00000204217",,"",,,,,"","Human","4889","BMP-9","Peptide",,"GDF2","Human","178101589","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"bone morphogenetic protein receptor type 2","1794",,"BMPR2","Q13873","ENSG00000204217",,"",,,,,"","Human","8155","compound 13a [PMID: 23639540]","Synthetic organic",,,,"249565835","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.800000190734863","","IC50","","15.899999618530273","","=","","","","23639540"
"bone morphogenetic protein receptor type 2","1794",,"BMPR2","Q13873","ENSG00000204217",,"",,,,,"","Human","10432","deucravacitinib","Synthetic organic",,,,"385612192","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.710000038146973","","IC50","","193.0","","=","","","","31318208"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","8155","compound 13a [PMID: 23639540]","Synthetic organic",,,,"249565835","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.980000019073486","","IC50","","10.399999618530273","","=","","","","23639540"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","8120","compound 13d [PMID: 23639540]","Synthetic organic",,,,"249565800","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","","23639540"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","8144","compound 13r [PMID: 23639540]","Synthetic organic",,,,"249565824","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","","23639540"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","13266","K02288","Synthetic organic",,,,"491300048","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.460000038146973","","IC50","","34.29999923706055","","=","","","","34780900"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","8481","LDN-214117","Synthetic organic",,,,"252166689","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.929999828338623","","IC50","","1171.0","","=","","","","25101911"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","8121","ML347","Synthetic organic",,,,"249565801","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","4.96999979019165","","IC50","","10800.0","","=","","","","23639540"
"bone morphogenetic protein receptor type IA","1786",,"BMPR1A","P36894","ENSG00000107779",,"",,,,,"","Human","11888","zilurgisertib","Synthetic organic",,,,"461663444","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.039999961853027","","IC50","","914.0","","=","","","",
"bone morphogenetic protein receptor type IB","1789",,"BMPR1B","O00238","ENSG00000138696",,"",,,,,"","Human","8155","compound 13a [PMID: 23639540]","Synthetic organic",,,,"249565835","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.21999979019165","","IC50","","60.900001525878906","","=","","","","23639540"
"bone morphogenetic protein receptor type IB","1789",,"BMPR1B","O00238","ENSG00000138696",,"",,,,,"","Human","8120","compound 13d [PMID: 23639540]","Synthetic organic",,,,"249565800","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","","23639540"
"bone morphogenetic protein receptor type IB","1789",,"BMPR1B","O00238","ENSG00000138696",,"",,,,,"","Human","8144","compound 13r [PMID: 23639540]","Synthetic organic",,,,"249565824","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","","23639540"
"bone morphogenetic protein receptor type IB","1789",,"BMPR1B","O00238","ENSG00000138696",,"",,,,,"","Human","7797","galunisertib","Synthetic organic",,,,"223366128","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.329999923706055","","IC50","","471.0","","=","Value determined usinfg the DiscoverX KINOMEscan platform.","","","29467918"
"bone morphogenetic protein receptor type IB","1789",,"BMPR1B","O00238","ENSG00000138696",,"",,,,,"","Human","11888","zilurgisertib","Synthetic organic",,,,"461663444","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.480000019073486","","IC50","","3300.0","","=","","","",
"CD27","1876",,"CD27","P26842","ENSG00000139193",,"",,,,,"","Human","5079","CD70","Peptide",,"CD70","Human","178101772","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"CD30","1877",,"TNFRSF8","P28908","ENSG00000120949",,"",,,,,"","Human","10067","AFM13","Antibody",,,,"375973255","false","Antibody","Binding","","Selective","false","false","","pKd","","8.029999732971191","","Kd","","9.300000190734863","","=","Binding to CD30 determined in a competition assay on KARPAS-299 cells.","","","24670809"
"CD30","1877",,"TNFRSF8","P28908","ENSG00000120949",,"",,,,,"","Human","6772","brentuximab vedotin","Antibody",,,,"178103378","true","Antibody","Inhibition","","Selective","false","true","","-","","","","-","","","","=","","","",
"CD30","1877",,"TNFRSF8","P28908","ENSG00000120949",,"",,,,,"","Human","5080","CD30 ligand","Peptide",,"TNFSF8","Human","178101773","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"CD40","1874",,"CD40","P25942","ENSG00000101017",,"",,,,,"","Human","13692","mitazalimab","Antibody",,,,"","false","Antibody","Agonist","","Not Determined","false","false","","pKd","","11.0","","Kd","","0.009999999776482582","","=","","","","25316820"
"CD40","1874",,"CD40","P25942","ENSG00000101017",,"",,,,,"","Human","9802","CFZ533","Antibody",,,,"354702274","false","Antibody","Binding","","Selective","false","true","","pKd","","9.15999984741211","","Kd","","0.6899999976158142","","=","Measured using a Biacore assay.","","",
"CD40","1874",,"CD40","P25942","ENSG00000101017",,"",,,,,"","Human","5077","CD40 ligand","Peptide",,"CD40LG","Human","178101770","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"Ciliary neutrophic factor receptor","2313","1711|1713|2317","CNTFR|LIFR|IL6ST","P40189|P26992|P42702","ENSG00000113594|ENSG00000122756|ENSG00000134352",,"",,,,,"","Human","4897","ciliary neurotrophic factor","Peptide",,"CNTF","Human","178101597","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Ciliary neutrophic factor receptor","2313","1711|1713|2317","CNTFR|LIFR|IL6ST","P40189|P26992|P42702","ENSG00000113594|ENSG00000122756|ENSG00000134352",,"",,,,,"","Human","6150","CRCF1/CLCF1 heterodimer","Peptide","4904|4895","CLCF1|CRLF1","Human","178102771","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","8975","IL-34","Peptide",,"IL34","Human","310264755","false","Agonist","Agonist","","Not Determined","false","false","","-","","","","-","","","","=","","","","18467591"
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","9106","AMG820","Antibody",,,,"315661191","false","Antibody","Binding","","Selective","false","true","","pKd","","9.260000228881836","","Kd","","0.550000011920929","","<","","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","13497","axatilimab","Antibody",,,,"500839907","true","Antibody","Binding","","Not Determined","false","false","","pKd","","11.020000457763672","","Kd","","0.009600000455975533","","=","Binding affinity determined by BIAcore assay and immobilised target protein","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","13497","axatilimab","Antibody",,,,"500839907","true","Antibody","Binding","","Not Determined","false","false","","pKd","","8.65999984741211","","Kd","","2.200000047683716","","=","Binding affinity for CSF-1R determined in a cellular assay","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","9107","cabiralizumab","Antibody",,,,"315661192","false","Antibody","Binding","","Selective","false","true","","pKd","","9.0","","Kd","","1.0","","<","","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","8944","emactuzumab","Antibody",,,,"310264725","false","Antibody","Binding","","Selective","false","true","","pKd","","9.539999961853027","","Kd","","0.28999999165534973","","=","Affinity data measured by surface plasmon resonance.","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","9109","LY3022855","Antibody",,,,"315661194","false","Antibody","Binding","","Selective","false","true","","pEC50","","10.050000190734863","","EC50","","0.09000000357627869","","=","Measured in an ELISA binding assay.","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","8095","AC710","Synthetic organic",,,,"249565775","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.800000190734863","","Kd","","1.5700000524520874","","=","","","","24900421"
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","12375","adrixetinib","Synthetic organic",,,,"479821166","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.0","","Kd","","100.0","","<","","","",
"colony stimulating factor 1 receptor","1806",,"CSF1R","P07333","ENSG00000182578",,"",,,,,"","Human","9108","ARRY-382","Synthetic organic",,,,"315661193","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.050000190734863","","IC50","","9.0","","=","","","",
